ZIP,STATE,TOTAL_DEPOSITS,BRANCH_COUNT,LAT,LON,AVG_DEPOSIT_PER_BRANCH,NORM_DEPOSIT_BASE,NORM_BRANCH_DENSITY,OPPORTUNITY_SCORE,CAPTURE_PCT,EXPECTED_CAPTURE_USD
35209,AL,10547358000,21,33.47411891231302,-86.79429222247148,502255142.85714287,10.470395403738436,5.1084384644539504,4.238861856461481,0.08477723712922963,894175870.2528772
98004,WA,11818076000,29,47.615793750614905,-122.1977374518249,407519862.0689655,11.731841152204328,7.054510260436407,4.217300587148033,0.08434601174296066,996807577.0752016
90064,CA,8532509000,9,34.037904219719536,-118.434267322735,948056555.5555556,8.470248475111667,2.1893307704802645,4.206416776874894,0.08412833553749788,717825780.1287205
19611,PA,7171976000,1,40.3390060133948,-75.951053991891,7171976000.0,7.1196430941400095,0.24325897449780715,4.174482266684883,0.08348964533369767,598785732.5817916
12207,NY,8768470000,12,42.64962402062938,-73.75285066838974,730705833.3333334,8.70448770069418,2.919107693973686,4.0550495428270334,0.08110099085654067,711131605.2958511
84133,UT,6726628000,1,40.769042992391,-111.89049303154,6726628000.0,6.677544736213398,0.24325897449780715,3.9092232519289154,0.07818446503857832,525917811.693522
57103,SD,8307001000,11,43.535547932478224,-96.69996326974253,755181909.0909091,8.246385975450023,2.6758487194758787,3.877492097479662,0.07754984194959323,644206614.6251129
70801,LA,7146520000,4,30.449501954926824,-91.1860811459766,1786630000.0,7.094372843011948,0.9730358979912286,3.867409346610677,0.07734818693221354,552770364.8748027
07666,NJ,8386729000,12,40.88997823565652,-74.01300992681136,698894083.3333334,8.325532211384107,2.919107693973686,3.82767624924099,0.0765535249848198,642033668.0424129
70130,LA,8441598000,13,29.94530932538209,-90.07214668298778,649353692.3076923,8.380000839964623,3.162366668471493,3.763053836590177,0.07526107673180354,635323754.8170394
33180,FL,9871380000,22,25.958541032078244,-80.14369238788993,448699090.90909094,9.799349920667861,5.351697438951757,3.7389309768200136,0.07477861953640028,738168169.3192309
94583,CA,7638308000,9,37.76584035719803,-121.96356474622199,848700888.8888888,7.582572334753266,2.1893307704802645,3.6738110926598537,0.07347622185319708,561234013.19105
84095,UT,7663300000,10,40.55443434862161,-111.94301847924609,766330000.0,7.607381971624435,2.4325897449780713,3.5913932849834325,0.07182786569966865,550438483.2162707
27701,NC,7287230000,8,36.00567387580204,-78.9054006263173,910903750.0,7.23405610182046,1.9460717959824572,3.5620049426992932,0.07124009885398587,519142985.57173145
37219,TN,6698483000,5,36.1635262039204,-86.77975459774893,1339696600.0,6.6496051063422765,1.2162948724890357,3.5032451148097516,0.07006490229619504,469328556.9277234
95014,CA,9606467000,23,37.32477551586258,-122.02800796259204,417672478.26086956,9.536369953780365,5.594956413449564,3.4838394068883933,0.06967678813776787,669347765.9114585
11354,NY,11704369000,36,40.76303290235404,-73.82308109535957,325121361.1111111,11.618963856281226,8.757323081921058,3.468449081000313,0.06936898162000625,811920158.034771
10172,NY,5852064000,1,40.7556816975586,-73.9748442498077,5852064000.0,5.809362307412261,0.24325897449780715,3.3883137946482336,0.06776627589296468,396572583.56728643
78205,TX,6734502000,7,29.427751003764126,-98.49100414061108,962071714.2857143,6.685361280736589,1.70281282148465,3.3300916398480926,0.06660183279696186,448530176.1748052
43229,OH,7703249000,13,40.07097282236995,-82.97289196347765,592557615.3846154,7.647039469358366,3.162366668471493,3.3232770142264227,0.06646554028452846,512000606.73125356
95110,CA,6591603000,7,37.34537543139673,-121.90435885008229,941657571.4285715,6.543504994754942,1.70281282148465,3.2449778682591046,0.06489955736518209,427792117.0270063
20854,MD,8514830000,19,39.030795072789694,-77.18494283970864,448148947.3684211,8.452698476302231,4.621920515458336,3.2228508795980044,0.06445701759196008,548840547.1025494
98104,WA,7196640000,11,47.602176183395386,-122.32742162953045,654240000.0,7.144127124381308,2.6758487194758787,3.216136786838433,0.06432273573676867,462907572.9126589
92707,CA,6183684000,5,33.707058566591044,-117.86552709162399,1236736800.0,6.138562522649835,1.2162948724890357,3.1966195645942865,0.06393239129188573,395337705.1133731
94520,CA,6921516000,10,37.97483413147391,-122.0448385750583,692151600.0,6.871010665732788,2.4325897449780713,3.1495705014484443,0.06299141002896888,435996052.37806857
94596,CA,9325931000,25,37.900400639837784,-122.06275567471175,373037240.0,9.25788098573897,6.081474362445179,3.1221388464653095,0.06244277692930619,582337029.0911014
89134,NV,6539022000,8,36.19692699806616,-115.3040160065535,817377750.0,6.491307670958407,1.9460717959824572,3.1163558841820613,0.06232711768364123,407558393.729919
90010,CA,8166728000,18,34.06146943525487,-118.30230879518311,453707111.1111111,8.107136527913624,4.378661540960529,3.1128173003639628,0.06225634600727926,508430644.1153357
